Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Cao Xuân Hạo,Âm Vị Học Và Tuyến Tính - Suy Nghĩ Về Các Định Đề Của Âm Vị Học Đương Đại,"Nội dung chủ yếu của cuốn sách vốn là một luận đề phê phán những định kiến sai lầm đã vô hình trung lọt vào những nguyên lý làm cơ sở cho lý thuyết âm vị học cổ điển vốn chỉ phản ánh cách tri giác đặc thù của những người bản ngữ tiếng châu Âu, mong tìm ra những nguyên lý thực sự ngôn ngữ học và những thủ pháp hữu hiệu làm cho âm vị học có được tính phổ quát đích thực. Trong khi làm như vậy dĩ nhiên người viết phải soát kĩ toàn bộ vốn tri thức và phương pháp của âm vị học đương đại, kể cả những điểm sơ đẳng nhất, cho nên tôi hy vọng cuốn sách sẽ có ích cho cả những người không chuyên, dù đó là những người không tán thành quan điểm của tác giả ngay từ đầu...",Phương Nam,180000,461,153000,31/03/2017,NXB Văn Hoá - Văn Nghệ,Hết hàng,610
Ken Honda,Tuổi 50 Hy Vọng,,Saigon Books,79000,147,67000,31/07/2017,NXB Thế Giới,Hết hàng,300
Ben Miller,Trái Đất Này Là Của Chúng Mình,"Ben Miller - một người đã bỏ dở việc lấy bằng Tiến sĩ Khoa học tại Cambridge để trở thành diễn viên hài, bằng sự hiểu biết và óc hài hước của mình, sẽ kể cho chúng ta nghe một câu chuyện đầy thú vị nhưng cũng cực kỳ nghiêm túc về hành trình tìm kiếm và liên lạc với những sinh vật ngoài Trái Đất.",Văn Việt,115000,312,97500,27/07/2017,NXB Thế Giới,Hết hàng,480
Hans Christian Andersen,Truyện Cổ Andersen,Chú lính chì dũng cảm,Liên Việt,186000,578,158000,30/06/2017,NXB Văn Học,Hết hàng,750
Bùi Vân Anh,Du Học Mỹ,"Các nguồn cung cấp kiến thức cho việc du học luôn vừa thừa lại vừa thiếu. Thừa, là bởi ngày nay chúng ta có quá nhiều trang web thông tin, quá nhiều trung tâm tư vấn du học, cùng vô vàn hội thảo được tổ chức liên tục… Nhưng nghịch lý là, tất cả những điều trên, lại chưa thể đủ để giải đáp trọn vẹn các thắc mắc, bối rối của những gia đình, những cô cậu học sinh mười mấy tuổi trước một ngưỡng cửa tương lai quá rộng lớn. Thời gian, dung lượng, chi phí… và hơn hết, một cách dẫn dắt thật sự dễ hiểu của người trong cuộc là những điều các nguồn tin trên còn thiếu. Người cần thông tin phải bỏ ra rất nhiều công sức và tiền bạc, trong khi vẫn loay hoay với quá nhiều vấn đề, không biết phải bắt đầu từ đâu.",1980 Books,109000,308,92500,31/07/2018,Nxb Đại học Kinh tế quốc dân,Hết hàng,450
Tô Cầm,Lòng Dạ Đàn Ông - Tâm Trí Đàn Bà,• Làm thế nào để cuốn hút một người đàn ông phong độ?,Văn Lang,78000,215,66000,01/05/2017,NXB Thanh Hóa,Hết hàng,350
Linda Bailey,Cuộc Phiêu Lưu Với Người Viking,"Cùng khám phá về hệ thống bảng chữ cái rune, hệ thống giai cấp và chính quyền điều hành bởi “Hội Nghị” cùng nhiều, nhiều hơn nữa.",NXB Phụ Nữ,48000,48,40500,30/07/2017,NXB Phụ Nữ,Hết hàng,200
Joseph Chang,Bí Ẩn Của Lão Hóa,"Giờ đây, quyển sách",First News - Trí Việt,110000,210,93500,31/07/2017,NXB Hồng Đức,Hết hàng,410
Will Durant,Lịch Sử Văn Minh Trung Hoa,"Hôm nay, ta nghe đâu đó có lời dự báo rằng cán cân kinh tế của các thập kỉ sau sẽ nghiêng về châu Á. Nhưng 55 năm trước, W.Durant đã viết: “ Tương lai ở phía Thái Bình Dươnng và chúng ta phải hướng cặp mắt và trí óc về phía đó ”! Nhà Sử học, nhà bác học Mĩ gốc pháp này đã cùng vợ bỏ ra gần ba chục năm để nghiên cứu các dân tộc châu Á và phươg Đông và đã viết về các quốc gia này với thái độ công bằng, trân trọng. Từ khi sách ra đời đã mấy thập kỉ, nhưng công trình nghiên cứu này ở ta vẫn chưa phổ biến nhiều; trong lúc đó hãy còn một số giờ dạy và một số tài liệu khác vẫn xem nền văn hóa châu Âu mở đầu với HI-LA là tột đỉnh, là khỏi nguyên của mọi nền văn hóa. Quan điểm này đã bị W. Durant phê phán ngay tại nơi nó được phát sinh, là giới sử gia phương Tây.",Chính Thông,74000,358,62500,01/08/2013,NXB Tổng Hợp,Hết hàng,500
Phan Thị Thu Hiền,Những Kỳ Nữ Trong Thơ Ca Đông Á,Tài và Tình nâng họ thành Giai nhân tri âm tri kỷ với bậc tài từ.,NXB Văn Hóa - Văn Nghệ,48000,156,40500,22/03/2014,NXB Văn Hoá - Văn Nghệ,Hết hàng,320
Nhiều tác giả,Những Mái Lều Ẩn Cư Trong Văn Chương Đông Á,"Cuốn sách này được khơi nguồn cảm hứng từ cuốnFour huts - Asian writings on the simple life (Bốn ngôi nhà nhỏ – những tác phẩm văn học châu Á về cuộc đời giản dị) do Burton Watson tuyển chọn, dịch và viết tiểu dẫn. Watson giới thiệu bốn tác phẩm ký: một - của văn học Trung Quốc và ba - của văn học Nhật Bản.",NXB Văn Hóa - Văn Nghệ,48000,176,40500,20/12/2013,NXB Văn Hoá - Văn Nghệ,Hết hàng,300
Nguyễn Thị Ngọc Hải,Tôi Chết Bắt Đầu Một Thế Giới Sống (Tái Bản),"Hơn 40 năm  sau ngày giải phóng miền Nam, thống nhất  đất nước, nhân dân  Việt Nam  luôn  nỗ lực gìn giữ hòa bình, hàn gắn vết thương chiến tranh, xây dựng, phát  triển  đất nước. Cũng từng ấy thời gian, người Mỹ, dù vẫn ở vị trí hàng  đầu về tiềm lực quân  sự, nhưng họ không  ngừng  tự hỏi: Tại sao một đất nước hùng  mạnh như Mỹ lại thua  ở Việt Nam?",NXB Tổng Hợp,58000,202,49000,27/07/2017,NXB Tổng Hợp,Hết hàng,352
Nhiều tác giả,Chuyện Tình Ma Nữ Trong Truyền Kỳ Đông Á (Trung Quốc - Korea - Việt Nam - Nhật Bản),"Tiễn đăng tân thoại (Cù Hựu), Kim Ngao tân thoại (Kim Si Seup), Truyền kỳ mạn lục (Nguyễn Dữ), Vũ nguyệt vật ngữ(Ueda Akinari) là những tác phẩm tiêu biểu cho thể loại truyền kỳ trong văn học cổ điển của Trung Quốc, Korea, Việt Nam, Nhật Bản. Cuốn sách này tập trung chỉ vào những chuyện tình ma nữ mang tính cách đại diện và điển hình, mong muốn mở ra một hành trình thú vị đọc bốn tác phẩm từ góc nhìn loại hình và trong quan hệ văn học - văn hóa của khu vực Đông Á.",NXB Văn Hóa - Văn Nghệ,86000,304,73000,22/06/2017,NXB Văn Hoá - Văn Nghệ,Hết hàng,504
Lê Minh Quốc,Yêu Một Người Là Nuôi Dưỡng Đức Tin,"Rằng thưa, gặp lại là Xuân",Văn Lang,80000,214,68000,01/04/2017,NXB Hội Nhà Văn,Hết hàng,400
Nhiều tác giả,Huyền Thoại Che - Bản Lĩnh Tính Cách Tình Yêu Và Sự Bất Tử (Tái Bản 2014),"Anh là biểu tượng của hy vọng và niềm tin tuyệt đối. Một tấm gương sáng ngời tinh thần quốc tế vô sản. Một con người thông minh, cương trực không bao giờ chịu khuất phục. Che đã là một bác sĩ, một thầy giáo, nhà báo, phóng viên ảnh, chủ ngân hàng, Bộ trưởng Công nghiệp, một nhà thương thuyết bậc thầy đại diện Cuba tại hầu hết các hội nghị thượng đỉnh trên thế giới, và là một nhà chỉ huy quân sự xuất chúng và là một chiến sĩ can trường. Che còn là một người đàn ông chân chính với một tình yêu tuyệt đẹp.",First News - Trí Việt,72000,235,61000,01/12/2014,NXB Trẻ,Hết hàng,380
Nhiều tác giả,Sunday Times - Nghệ Thuật Thương Thuyết,"Sau khi đọc xong cuốn sách này, chắc chắn các bạn sẽ tự tin hơn khi bước vào một cuộc thương lượng bất kỳ. Kiến thức trong quyển sách này kết hợp với trải nghiệm của bạn sẽ đem lại kết quả vượt bậc như mong muốn.",First News - Trí Việt,20000,110,17000,01/03/2008,NXB Tổng Hợp,Hết hàng,260
Thanh Giang,10 Bức Thư Mẹ Gửi Con Gái Tuổi Dậy Thì,"Mẹ nên là người bạn của con gái, cùng con mua sắm những vật dụng thiết yếu và có những chỉ dẫn hợp lý cho con.",NXB Phụ Nữ,44000,167,37000,01/03/2017,NXB Phụ Nữ,Hết hàng,310
Nhiều tác giả,Chiếc Thìa Vàng – The Golden Spoon (Song Ngữ Anh - Việt),Chương trình,Phương Nam,2000000,395,1700000,30/06/2017,NXB Văn Học,Hết hàng,"2,800"
Liesbet Slegers,Cuốn Sách Lớn Rực Rỡ Về Loài Vật,"Động vật phong phú là thế, bạn có yêu thích chúng và thích đọc sách về chúng? Cuốn sách này giới thiệu tập tính của rất nhiều loài bằng hình vẽ sinh động va lời thoại ngắn gọn, còn có cả từ vựng tiếng Anh nữa đấy!",Nhã Nam,69000,52,58500,31/07/2017,NXB Thế Giới,Hết hàng,202
Liesbet Slegers,Cuốn Sách Lớn Rực Rỡ Về Xe Cộ,"Cuốn sách đầy chuyển động này giới thiệu chi tiết các bộ phận của xe cộ và cả công năng của chúng nữa. Hình vẽ cụ thể kèm từ vựng tiếng Anh ngắn gọn, đan xen các bài văn vần và câu hỏi đáp sẽ khiến bạn không thể rời mắt từ đầu đến cuối.",Nhã Nam,69000,52,58500,31/07/2017,NXB Thế Giới,Hết hàng,200
Quỳnh Chi,Các Món Rau Trộn,"Các món rau trộn được dùng như các món khai vị hoặc ăn kèm với các món thịt, cá, tôm, cua... khác. Do nguyên liệu chủ yếu là rau củ quả và cách chế biến rất đơn giản: thường để sống hoặc luộc sơ sơ rồi trộn gia vị nên món ăn rất giàu vitamin và ăn không bị ngán.",Việt Thư,35000,50,29500,31/03/2017,NXB Văn Hóa Thông Tin,Hết hàng,200
Kazuko Okada,Sự Kỳ Diệu Của Cơ Thể - Bí Mật Của Trái Tim (Tái Bản 2020),"Những kiến thức khoa học được minh họa và sử dụng bằng những hình ảnh, câu chữ nhẹ nhàng, hài hước sẽ dễ dàng tạo cảm giác thích thú trong bé.",Thái Hà,49000,36,41500,30/10/2020,NXB Lao Động Xã Hội,Hết hàng,250
Trần Việt Trung,Sư Đệ Học Phái Dưỡng Sinh Nhu Quyền,Điều mà,NXB Trẻ,90000,252,76500,06/08/2017,NXB Trẻ,Hết hàng,400
Sieb Posthuma,Mr Finney Và Phía Bên Kia Biển Nước,"sống trong một khu vườn rộng lớn và cậu xem đó là toàn bộ thế giới của mình. Một ngày nọ, Pinky Pepper mang đến cho cậu xem những hình ảnh về thế giới bên ngoài, như sông suối, đại dương bao la, rừng núi hùng vĩ, thành phố với những tòa nhà cao ngất. Mr Finney bị thu hút bởi những điều này và cậu quyết tâm lên đường phiêu lưu khám phá thế giới.",NXB Trẻ,90000,96,76500,06/08/2017,NXB Trẻ,Hết hàng,300
Tachihara Erika,Câu Trả Lời Chỉ Một,"Yumi bé bỏng buồn bã và thất vọng. Không ai trong nhà quan tâm đến em nữa ư? “Chị, chị!” sao mà ghét thế! Con chẳng muốn làm chị. Nếu không có em bé thì tốt biết mấy. Và một điều kỳ lạ đã xảy ra như để thực hiện mong ước ấy của Yumi.",Nhã Nam,52000,72,44000,06/08/2017,NXB Hội Nhà Văn,Hết hàng,200
Nguyễn Thu Huyền,Cùng Gấu Học Tiếng Anh - Động Vật Hoang Dã,"1. Trẻ biết yêu thương và gắn bó với gia đình, bạn bè và thế giới xung quanh.",MCBooks,35000,14,29500,01/07/2017,NXB Hồng Đức,Hết hàng,160
Pam Pollack - Meg Belviso - Stephen Marchesi,Bộ Sách Chân Dung Những Người Thay Đổi Thế Giới - Nelson Mandela Là Ai?,"Với những hình ảnh sinh động minh họa giúp bạn đọc thêm thú vị và cuốn hút khi đọc sách, cũng như dễ nhớ, bổ sung kiên thức cho bản thân về một trong những con người tài giỏi đã thay đổi cả thế giới.",Alphabooks,49000,108,41500,01/02/2017,NXB Dân Trí,Hết hàng,250
Robert Beasley,José Mourinho - Up Close And Personal,Tác giả sách là Robert Beasley - một trong những cây bút thể thao hàng đầu nước Anh. Sách khai thác,Limbooks,177000,460,150000,31/07/2017,NXB Hà Nội,Hết hàng,660
Celeste Ng,Bao Điều Không Nói,"Cuốn tiểu thuyết không đơn thuần kể về một án mạng, nó còn là câu chuyện xúc động về gia đình, về ước mơ, khát khao và lầm lỗi. Đặc biệt, sự giằng xé trong những thân phận ngụ cư, loay hoay tìm giấc mơ nơi Miền đất hứa, cũng là một điểm nhấn kéo dài âm ỉ trong suốt mạch truyện, đầy day dứt và xót xa.",NXB Trẻ,112000,352,95000,08/08/2017,NXB Trẻ,Hết hàng,552
Nicola Yoon,Nếu Chỉ Còn Một Ngày Để Sống (Tái Bản 2019),Một chuyện tình cảm động được kể dưới ngòi bút tràn đầy những xúc cảm khác biệt đem đến cho người đọc những rung cảm chân thật chạm đến từng ngóc ngách trong trái tim. Một cuốn sách đã khiến hàng triệu độc giả phải khóc phải cười qua từng trang giấy.,Văn Việt,90000,356,76500,Đang,NXB Văn Học,Hết hàng,500
Nancy Harrison,Bộ Sách Chân Dung Những Người Thay Đổi Thế Giới - Anne Frank Là Ai?,"cung cấp cho bạn đọc những thông tin thú vị về cô bé Anne Frank, một cô bé người Đức gốc Do Thái đã làm hàng triệu trái tim trên thế giới thổn thức.",Alphabooks,49000,104,41500,01/02/2017,NXB Dân Trí,Hết hàng,300
Võ Văn Thành Nghĩa,Khi Bạn Là CEO – 100 Câu Hỏi Tiêu Biểu,Đây là sách được viết bởi tác giả Võ Văn Thành Nghĩa – cựu CEO của Tập đoàn ThiênLong.,Alphabooks,199000,296,169000,31/07/2017,NXB Thanh Niên,Hết hàng,500
Đặng Hoàng,Trần Trụi Bóng Đá Việt,"Và theo tác giả, với bóng đá Việt Nam hiện nay, niềm tin là đối tượng để chịu đựng.",Saigon Books,100000,213,85000,15/08/2017,NXB Tổng Hợp,Hết hàng,380
Swami Muktananda,Hành Trình Vào Nội Tâm,"Niềm vui mà bạn tìm kiếm bên ngoài thực ra ẩn giấu bên trong con người bạn. Hãy khám phá và trải nghiệm nó, bạn sẽ biết rằng không có hạnh phúc nào lớn hơn hạnh phúc nội tâm.",Văn Lang,88000,247,74500,01/01/2017,NXB Hồng Đức,Hết hàng,400
Daniel J. Levitin,Tư Duy Có Hệ Thống,"Bằng óc sáng tạo vô hạn, chúng ta tạo ra các hệ thống giúp giải phóng bản thân khỏi những điều vụn vặt, để lưu giữ những thông tin không ai có thể đảm bảo sẽ nhớ và tăng cường khả năng cho não bộ, hoặc giảm tải một số công việc để những nguồn lực khác đảm trách.",Alphabooks,229000,606,194500,10/08/2017,NXB Lao Động Xã Hội,Hết hàng,750
Jean Paul Sartre,Ngôn Từ,"“Văn hóa chẳng cứu vớt được gì cũng chẳng cứu vớt được ai, nó không bào chữa được. Nhưng đó là một sản phẩm của con người: con người tự chiếu mình vào đó, nhận ra mình trong đó; duy nhất chỉ có nó, tấm gương phê phán ấy cho con người thấy hình ảnh của mình.”",Nhã Nam,86000,280,73000,05/08/2017,NXB Văn Học,Hết hàng,430
Nguyễn Bình Phương,Kể Xong Rồi Đi,"Kể xong rồi đi chọn nhân vật chính là CÁI CHẾT. Nhìn cuộc sống từ góc độ cái chết, cuốn tiểu thuyết trưng bày một bức tranh đầy đủ hơn về cõi nhân quần bề bộn, cho thấy cái chết ở gần ta hơn ta tưởng, tham dự vào bàn tiệc cuộc sống nhiều hơn ta nghĩ. Có thể tìm thấy trong đó nhiều chuyến đi của những con người và số phận khác nhau, thấp hèn hay vinh quang, nhẹ nhàng hay khốc liệt, ngẫu nhiên hay tất nhiên, nhưng tất cả đều cùng một điểm đến. Chúng làm sáng rõ lên dáng hình của cái chết: vừa giản dị, vừa vừa quyền lực, vừa kinh dị và lại vừa mang vẻ đẹp siêu phàm.",Nhã Nam,65000,224,55000,05/08/2017,NXB Hội Nhà Văn,Hết hàng,374
